MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,IsRemod,BltRemodDiff,BsmtUnfRatio
3.044522437723423,3,4.2484952420493585,9.017604776833355,1,1,0,3,4,0,19,2,2,0,2,5,8,1968,2001,1,0,9,10,2,0.0,3,2,1,4,4,2,5,5.241747015059643,0,6.505784060128228,5.323009979138408,1060,1,0,1,4,6.966967138613983,0.0,0.0,6.966967138613983,1,0.0,1,0,3,0.6931471805599453,2,6,6,1,5,1,1968.0,3,1,270,5,5,2,6.008813185442595,4.51085950651685,0.0,0.0,0.0,0.0,3,2,1,0.0,5,2010,8,4,154000,1066.9669671386139,1,33,0.005021707527489064
3.044522437723423,3,4.709530201312334,9.56317796268366,1,1,3,3,0,0,16,2,2,0,2,8,5,2007,2007,1,0,12,13,3,6.46302945692067,2,4,2,2,4,3,6,0.0,6,0.0,7.356918242356021,1566,1,0,1,4,7.3783837129967145,0.0,0.0,7.3783837129967145,0,0.0,2,0,3,0.6931471805599453,2,7,6,1,2,1,2007.0,2,3,890,5,5,2,0.0,4.04305126783455,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2009,8,4,256300,1573.3783837129968,0,0,0.004697904369320575
3.044522437723423,3,4.110873864173311,8.881975184248866,1,1,3,3,0,0,12,2,2,0,2,5,7,1951,2000,1,0,13,14,2,0.0,3,4,1,4,4,2,1,5.459585514144159,5,6.18826412308259,5.198497031265825,900,1,4,1,4,6.803505257608338,0.0,0.0,6.803505257608338,0,0.6931471805599453,1,0,3,0.6931471805599453,2,5,6,0,3,5,2005.0,3,2,576,5,5,2,5.407171771460119,3.4965075614664802,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2010,8,4,134800,906.8035052576083,1,49,0.0057761078125175835
3.044522437723423,3,4.59511985013459,9.348274558065496,1,1,3,3,4,0,16,2,2,0,2,8,5,2007,2008,1,0,12,13,3,5.303304908059076,2,4,2,0,4,3,2,7.105786129481271,6,0.0,6.18826412308259,1704,1,0,1,4,7.441320389717617,0.0,0.0,7.441320389717617,1,0.0,2,0,3,0.6931471805599453,2,7,6,1,2,1,2008.0,2,3,772,5,5,2,0.0,3.9318256327243257,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2010,8,4,306000,1711.4413203897177,1,1,0.0036316104008700645
3.044522437723423,3,3.8712010109078907,9.700269170029188,1,1,0,3,1,0,12,2,2,0,2,5,6,1957,1997,1,0,8,8,2,0.0,3,4,1,4,4,1,1,7.15305163493748,6,0.0,5.337538079701318,1484,1,4,1,4,7.3783837129967145,0.0,0.0,7.3783837129967145,1,0.0,1,0,2,0.6931471805599453,3,6,6,2,2,1,1957.0,2,1,319,5,5,2,5.666426688112432,5.556828061699537,0.0,0.0,0.0,0.0,3,4,1,0.0,12,2006,8,4,207500,1491.3783837129968,1,40,0.0035967237733836375
3.4339872044851463,4,4.110873864173311,8.752265313595721,1,1,0,3,4,0,3,1,7,0,2,4,6,1927,1950,1,0,8,8,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,6.255750041753367,520,1,1,0,4,6.255750041753367,0.0,0.0,6.255750041753367,0,0.0,1,0,1,0.6931471805599453,1,4,6,0,3,5,1920.0,3,1,240,1,5,2,3.912023005428146,0.0,4.477336814478206,0.0,0.0,0.0,3,4,1,0.0,5,2008,8,4,68500,526.2557500417533,1,23,0.012030288541833398
4.2626798770413155,0,3.9318256327243257,9.047939082617358,1,2,3,3,4,0,9,1,2,0,5,4,4,1920,1950,2,0,3,3,2,0.0,3,1,0,4,4,3,6,0.0,6,0.0,6.476972362889683,649,1,4,0,4,6.476972362889683,6.505784060128228,0.0,7.183870715062453,0,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,5,1920.0,3,1,250,5,1,0,0.0,4.007333185232471,5.153291594497778,0.0,0.0,0.0,3,2,1,0.0,7,2008,8,4,40000,661.9827564230179,1,30,0.009979926599213687
3.044522437723423,3,4.2484952420493585,9.053101595549691,1,1,0,3,1,0,19,2,2,0,2,5,6,1966,2006,1,0,6,6,2,0.0,3,4,1,4,4,3,6,0.0,6,0.0,7.113956109566034,1228,1,2,1,4,7.113956109566034,0.0,0.0,7.113956109566034,0,0.0,1,1,3,0.6931471805599453,2,6,6,0,3,1,1966.0,3,1,271,5,5,2,0.0,4.189654742026425,0.0,0.0,0.0,0.0,3,2,1,0.0,6,2008,8,4,149350,1235.113956109566,1,40,0.005793123867724783
3.044522437723423,3,4.454347296253507,9.310185706945898,1,1,3,3,0,0,5,2,2,0,2,8,5,2007,2007,1,0,12,13,2,0.0,2,4,2,0,4,0,6,0.0,6,0.0,7.118826249062077,1234,1,0,1,4,7.118826249062077,0.0,0.0,7.118826249062077,0,0.0,2,0,3,0.6931471805599453,2,7,6,0,3,1,2007.0,2,2,484,5,5,2,0.0,3.4339872044851463,0.0,0.0,0.0,0.0,3,4,1,0.0,1,2008,8,4,179900,1241.118826249062,0,0,0.005768902957100548
3.044522437723423,3,4.2626798770413155,9.26416545867109,1,1,0,3,4,0,12,2,2,0,2,5,5,1959,1959,3,0,3,3,2,0.0,3,4,1,4,4,3,5,6.926577033222725,6,0.0,5.9427993751267,1398,1,2,1,4,7.438971592395862,0.0,0.0,7.438971592395862,0,0.6931471805599453,1,1,4,0.6931471805599453,2,6,6,1,2,1,1959.0,2,2,447,5,5,2,0.0,3.6635616461296463,0.0,0.0,0.0,0.0,3,4,1,0.0,4,2010,8,4,165500,1405.4389715923958,0,0,0.004250929452880329
4.795790545596741,3,4.110873864173311,8.897545598709327,1,1,3,3,4,0,16,2,2,4,2,9,5,2005,2005,3,0,8,8,1,5.5093883366279774,0,4,2,0,4,3,2,7.050989447068044,6,0.0,6.013715156042801,1561,1,0,1,4,7.353722330399631,0.0,0.0,7.353722330399631,1,0.0,2,0,2,0.6931471805599453,0,6,6,1,2,1,2005.0,0,2,556,5,5,2,5.318119993844216,3.8712010109078907,0.0,0.0,0.0,0.0,3,4,1,0.0,8,2007,8,4,277500,1568.3537223303997,0,0,0.003852476076901218
4.110873864173311,3,4.6913478822291435,9.504426892100957,1,1,3,3,4,0,16,2,2,0,5,8,5,2004,2005,1,0,12,13,3,4.890349128221754,2,4,2,0,4,0,6,0.0,6,0.0,7.0192966537150445,1117,1,0,1,4,7.0326242610280065,7.186144304522325,0.0,7.805067044258489,0,0.0,3,1,4,0.6931471805599453,2,9,6,1,2,3,2004.0,0,3,691,5,5,2,4.736198448394496,3.4965075614664802,0.0,0.0,0.0,0.0,3,4,1,0.0,9,2006,8,4,309000,1131.2187685655504,1,1,0.006284061462591804
3.044522437723423,3,4.727387818712341,9.292841593487926,1,1,3,3,0,0,5,2,2,0,2,5,5,1994,1995,1,0,12,13,2,0.0,3,4,2,2,4,3,6,0.0,6,0.0,7.001245622069476,1097,1,0,1,4,7.001245622069476,0.0,0.0,7.001245622069476,0,0.0,1,1,3,0.6931471805599453,3,6,6,0,3,1,1995.0,3,2,672,5,5,2,5.973809611869261,4.174387269895637,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2009,8,4,145000,1104.0012456220695,1,1,0.0063821746782766415
3.044522437723423,3,4.31748811353631,9.051696278536584,1,1,3,3,4,0,12,2,2,0,2,5,6,1954,1990,3,0,13,14,1,6.478509642208569,3,4,1,4,4,3,5,7.101675971619444,6,0.0,4.442651256490317,1297,1,2,1,4,7.168579897264035,0.0,0.0,7.168579897264035,0,0.6931471805599453,1,0,3,0.6931471805599453,3,5,6,1,5,1,1954.0,0,2,498,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,10,2009,8,4,153000,1304.168579897264,1,36,0.0034253286480264585
3.044522437723423,3,4.23410650459726,8.97752520096524,1,1,3,3,4,0,12,2,2,0,2,5,7,1953,2007,1,0,12,13,2,0.0,3,2,1,4,4,3,2,6.595780513961311,6,0.0,5.7899601708972535,1057,1,4,1,4,6.964135612418245,0.0,0.0,6.964135612418245,1,0.0,1,0,3,0.6931471805599453,2,5,6,0,3,5,1953.0,3,1,246,5,5,2,0.0,3.9702919135521215,0.0,0.0,0.0,0.0,3,4,1,0.0,1,2010,8,0,109000,1063.9641356124182,1,54,0.005477729584576398
4.51085950651685,3,4.189654742026425,8.706324840138741,1,1,3,3,4,0,7,2,2,2,2,4,5,1955,1955,1,0,0,10,2,0.0,3,4,2,3,2,4,4,0.0,4,0.0,0.0,0,1,4,0,2,7.050122520269059,0.0,0.0,7.050122520269059,0,0.0,2,0,2,1.0986122886681096,1,6,6,0,3,6,1980.0,1,0,0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2008,8,1,82000,7.050122520269059,0,0,0.0
3.044522437723423,3,4.442651256490317,9.066354521447801,1,1,3,3,4,0,12,2,2,0,2,6,5,1965,1965,1,0,13,14,1,4.624972813284271,3,4,1,4,4,3,5,6.467698726104353,6,0.0,6.100318952020064,1088,1,0,1,4,7.1891677384203225,0.0,0.0,7.1891677384203225,0,0.0,2,0,3,0.6931471805599453,3,6,6,1,5,1,1965.0,2,2,440,5,5,2,0.0,4.9344739331306915,0.0,0.0,0.0,0.0,3,1,1,0.0,12,2006,8,0,160000,1095.1891677384203,0,0,0.005606910801489029
3.044522437723423,3,4.7535901911063645,9.735423867488873,1,1,3,3,4,0,23,2,2,0,2,5,6,1959,1959,1,0,12,13,2,0.0,3,2,1,4,4,1,1,6.875232087276577,6,0.0,5.950642552587727,1350,1,2,1,4,7.192182058713245,0.0,0.0,7.192182058713245,0,0.6931471805599453,1,1,2,0.6931471805599453,3,5,6,2,2,1,1959.0,2,1,308,5,5,1,0.0,4.653960350157523,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2007,8,4,170000,1357.1921820587133,0,0,0.004407883372287205
4.454347296253507,3,4.2484952420493585,9.1248914101437,1,1,0,3,1,0,20,2,2,0,6,5,7,1983,1983,1,0,6,6,2,0.0,3,4,1,2,4,0,0,6.617402977974477,3,4.543294782270004,0.0,840,1,2,1,4,6.785587645007929,0.0,0.0,6.785587645007929,1,0.0,1,0,2,0.6931471805599453,2,5,6,0,3,1,1983.0,2,2,504,5,2,2,5.484796933490655,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,12,2007,8,4,144000,846.7855876450079,0,0,0.0
3.044522437723423,3,4.2484952420493585,9.127067452782361,1,1,0,3,1,0,5,2,2,0,2,5,6,1975,1980,3,0,12,13,2,0.0,3,4,1,2,4,0,3,5.638354669333745,1,6.198478716492308,5.123963979403259,938,1,4,1,4,6.844815479208263,0.0,0.0,6.844815479208263,1,0.0,1,0,3,0.6931471805599453,3,5,6,0,3,5,1977.0,3,1,308,5,5,2,4.983606621708336,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,7,2008,8,4,130250,944.8448154792083,1,5,0.005462648165675116
3.044522437723423,3,4.2626798770413155,8.980423936374544,1,1,3,3,4,0,12,2,2,0,2,5,6,1959,1959,1,0,3,14,2,0.0,3,4,1,4,4,3,0,5.19295685089021,1,6.228511003591183,6.144185634125646,1150,1,0,1,0,7.048386408721883,0.0,0.0,7.048386408721883,1,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,1,1959.0,2,1,300,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2006,8,4,141000,1157.0483864087219,0,0,0.005342770116630996
4.795790545596741,3,4.127134385045092,8.943636705909594,1,1,3,3,4,0,16,2,2,4,2,9,5,2005,2005,3,0,8,8,1,6.023447592961032,0,4,2,0,4,3,2,6.124683390894204,6,0.0,7.167809184316444,1752,1,0,1,4,7.469083884921234,0.0,0.0,7.469083884921234,1,0.0,2,0,2,0.6931471805599453,0,6,6,1,2,1,2005.0,2,2,576,5,5,2,5.2832037287379885,4.418840607796597,0.0,0.0,0.0,0.0,3,4,1,0.0,2,2010,8,4,319900,1759.4690838849212,0,0,0.004091215287851851
3.9318256327243257,3,3.8918202981106265,9.458995712459116,1,1,0,3,1,0,11,2,2,0,0,7,5,2003,2003,1,0,12,13,2,0.0,2,4,2,0,4,3,2,7.209340256602909,6,0.0,4.430816798843313,1434,1,0,1,4,7.325807502595772,6.448889394146857,0.0,7.673223121121708,1,0.0,1,1,1,0.6931471805599453,2,6,6,1,0,1,2003.0,2,2,670,5,5,2,5.1298987149230735,3.784189633918261,0.0,0.0,5.293304824724492,0.0,3,4,1,0.0,8,2009,8,0,239686,1447.7746968967426,0,0,0.003089830403656425
